# timestamp tx ty tz qx qy qz qw
10002.369044000 18.28214573317138 26.530157834028422 1.1735982760331567 0.3779940090087677 0.7107671586575178 0.5369189286921033 0.252286819591358
10002.402420000 18.282177276742846 26.530633406671697 1.173498954228031 0.37806023683457646 0.7107847597402397 0.5368163986699043 0.2523561704509489
10002.435777000 18.282266146222568 26.530874661870705 1.1734152206201292 0.3780496929262017 0.7108131148745349 0.5368284344351738 0.2522664808940069
10002.469138000 18.282196913778506 26.531061362474805 1.1733775049358512 0.3779733494418424 0.7108321117674774 0.5368844482396499 0.25220813870751724
10002.502508000 18.28226589075886 26.53117856822201 1.1733102230491779 0.3780511065909744 0.7108007100230813 0.5368398458205207 0.2522750312167716
10002.535871000 18.2823278166945 26.531296267111905 1.1732425963586224 0.37809132749163615 0.7107899761434439 0.5367996592290414 0.2523305049755175
10002.569283000 18.28240363739649 26.531344174484396 1.1731749950952712 0.37810470356479897 0.7107858062977316 0.5367900369026184 0.2523426777022558
10002.602606000 18.282539253636504 26.531293004482865 1.173097943500093 0.3781476978625628 0.7107658757735689 0.5367898946370243 0.2523346933195034
10002.635972000 18.282595488478524 26.531341154332953 1.1730275168605562 0.3780973687219142 0.710794308994875 0.5368076192467692 0.2522923105936418
10002.669358000 18.282626586923985 26.531374777824876 1.1729635012769934 0.3780366242928667 0.7108225299611421 0.536835660841863 0.25224415719967747
10002.702712000 18.28271704675107 26.531279387023936 1.1728984032548329 0.3780714108742662 0.7107972705159218 0.53684994164322 0.25223280647911095
10002.736075000 18.2827697154923 26.5313026942316 1.1728334992473963 0.3780974958111051 0.7107913140368206 0.5368228669174336 0.2522681135334557
10002.769437000 18.282776795524043 26.531373434803506 1.1727774588889597 0.37809830188811255 0.7107968512379944 0.5367966670756615 0.25230705221206057
10002.802804000 18.282774013718 26.5313395544213 1.172736529961275 0.37809943566816084 0.7107821378970721 0.5368142105067744 0.2523094778082551
10002.836170000 18.2827630485967 26.531299774299196 1.1727033906556836 0.37808348679280807 0.7107767761939007 0.5368400352577158 0.2522935353561254
10002.869543000 18.282812042274777 26.531280327219974 1.1726573890694518 0.37806197702523403 0.7107934720615079 0.5368603790588878 0.2522354356534088
10002.902905000 18.282919234064067 26.5312821526071 1.1725995915509886 0.37804748991401615 0.7108241087390232 0.5368713765492974 0.2521473911170765
10002.936291000 18.28288622074638 26.531358656263695 1.1725828456770484 0.3780207449108065 0.7108466786845106 0.5368563261480644 0.2521559059294121
10002.969652000 18.282804951821227 26.531399835142714 1.1725971409851865 0.378021290008914 0.7108414417211493 0.5368331522442107 0.25221918183068165
10003.003028000 18.282812455523462 26.531326111577904 1.1726140639061566 0.3780588824585178 0.7108172378808011 0.5368321855169099 0.252233107103059
10003.036415000 18.282786708501856 26.531300167566748 1.1726457184440562 0.37802685228787103 0.710828343317637 0.5368617289951965 0.25218693309907236
10003.069746000 18.28274703657489 26.531309851419618 1.1726816695805364 0.37799226600819325 0.7108450401772449 0.5368777417651773 0.2521576215198059
10003.103109000 18.282749405261786 26.531288509296985 1.172708311897703 0.3780274800489604 0.7108330061833871 0.5368538097099572 0.2521897076568093
10003.136477000 18.28273148901159 26.531285510224638 1.1727361762152746 0.378013958036803 0.710844243496748 0.5368502670442066 0.2521858437570398
10003.169839000 18.282710503092396 26.531251123228856 1.1727660307925416 0.3779917584204924 0.7108536113567551 0.5368629378213451 0.25216573871380316
10003.203202000 18.28270543615955 26.531161127828142 1.1727964186749575 0.3780192254580831 0.7108324426041253 0.5368654837646547 0.25217881764269395
10003.236567000 18.282642160810266 26.5311554858136 1.1728345507851659 0.37799495029862873 0.7108389952128761 0.5368714971661822 0.2521839328030786
10003.269940000 18.282579474809324 26.531165214390608 1.1728708778093893 0.3779728002584955 0.7108472545242407 0.5368704426354021 0.2521960959740822
10003.303317000 18.282579124901357 26.531091985381394 1.1728962520408133 0.37801105188198214 0.7108238567402765 0.5368611833673502 0.25222442216677715
10003.336682000 18.28255331209002 26.5310356852338 1.172920459805886 0.37798893698617325 0.7108247638275653 0.5368883549372951 0.2521971708371725
10003.370040000 18.28254830055574 26.530997467687534 1.1729265477910733 0.3779547108837069 0.7108369912015164 0.5369205542170877 0.25214544794543503
10003.403408000 18.282609742083316 26.53095798323624 1.1729036332288798 0.3779835409950833 0.7108310261265594 0.5369139340613178 0.2521331442779382
10003.436773000 18.282618621001255 26.530986919104578 1.1728845441725368 0.37799332170028066 0.7108325735530099 0.5368930420802712 0.25215860582535154
10003.470141000 18.28260622807156 26.531024484432663 1.1728729443037038 0.3780093687870517 0.7108251608531995 0.5368685971336727 0.252207488427604
10003.503507000 18.28263427881519 26.531015097211807 1.1728613624780524 0.3780618289632032 0.7107981288343947 0.5368458315199319 0.25225349691568894
10003.536872000 18.282636628557068 26.531062132294128 1.1728583141063162 0.3780548045492381 0.7108035160786288 0.5368424407764848 0.25225606051915267
10003.570241000 18.282640869758676 26.531126828672416 1.1728570973899193 0.37802111974675756 0.7108253718251811 0.5368504425013856 0.25222792506197034
10003.603611000 18.28267934368237 26.53112708630266 1.1728522972475617 0.37802299277136736 0.7108264268862379 0.5368599046656335 0.2522020034391666
10003.636980000 18.282678645403262 26.53108669385972 1.1728574583310358 0.3780176107019462 0.710816056941356 0.5368855183036924 0.2521847723977612
10003.670358000 18.282695235860952 26.531077206216487 1.1728485124111068 0.37800009647017324 0.7108194341259754 0.5369104362769308 0.25214845340450465
10003.703707000 18.282764540160287 26.531136729013298 1.1728141510261836 0.37798630650532766 0.7108419449524365 0.5369148084806521 0.2520963502807662
10003.737070000 18.28273707441792 26.53119638940414 1.1728086841624152 0.3779780313975198 0.7108409143804116 0.5369115318134552 0.252118641177928
10003.770443000 18.28271478028866 26.531208398461317 1.1728139065679595 0.3780086894150249 0.7108147376191097 0.5368967256176309 0.2521780036626464
10003.803815000 18.282782900171732 26.531194971907105 1.1728043615292338 0.3780532337316307 0.710797835888435 0.5368843020748589 0.25218531905518615
10003.837168000 18.28270679690997 26.5312628480561 1.172826563577577 0.3779581380651563 0.7108332897604885 0.5369351314493618 0.2521197030262771
10003.870541000 18.282616755377532 26.531328689323505 1.1728498628581547 0.3778750219135801 0.7108640442590523 0.5369719901034574 0.2520790753668539
10003.903906000 18.282682813591222 26.531290655794844 1.1728357260850846 0.3779553377387859 0.7108367122767756 0.5369277352587403 0.2521300027054004
10003.937290000 18.28270371057732 26.53124206168633 1.1728252310617566 0.3779915518714978 0.7108198740707653 0.5369131721581387 0.25215419667910166
10003.970638000 18.282707226524202 26.531250772367304 1.1728050343898708 0.3779677087896096 0.7108371711046765 0.5369187394262789 0.2521293210658559
10004.004003000 18.282767917601934 26.53130820579872 1.1727611303433252 0.37795509500170793 0.7108691282971864 0.5369017085315966 0.2520943949636742
10004.037375000 18.2827519008301 26.53131551607636 1.1727476457534223 0.3779327496906177 0.710880854174893 0.5369114601063635 0.25207406031822516
10004.070739000 18.282714914814786 26.531258892483564 1.1727544490784712 0.3779360197090249 0.7108652641759868 0.5369266699644878 0.2520807257117252
10004.104108000 18.282730053982153 26.53121205529235 1.1727530784224427 0.3779735775637293 0.7108471962851367 0.5369114457096121 0.2521077897710616
10004.137470000 18.28267515327574 26.531285249005744 1.17276019838698 0.37794114749759855 0.7108710639654946 0.536893742478313 0.25212681081629357
10004.170841000 18.282652716769462 26.531285222478598 1.17276608320926 0.3779537103323646 0.7108685078639781 0.5368714060477444 0.25216274653794213
10004.204214000 18.282741751993548 26.531098205695656 1.1727595220987375 0.3780800743214546 0.7108005151306495 0.536845550888917 0.2522200221668812
10004.237570000 18.282712928253513 26.53108981695605 1.1727607140636827 0.3780540978966184 0.7108067760542184 0.5368624438876468 0.25220535783754716
10004.270936000 18.28267380121474 26.531150734099192 1.1727568773651926 0.3779626498437641 0.7108507420535468 0.5369025357873516 0.25213314916946866
10004.304315000 18.28276557705109 26.531078970778196 1.1727371094085817 0.37797687066395813 0.7108477096066875 0.5369218035446343 0.2520793443905814
10004.337675000 18.282780310632425 26.531084176624127 1.1727344938911688 0.3779905647742653 0.7108412227993495 0.536910649811986 0.25210085884270317
10004.371044000 18.28275106269742 26.531108506690973 1.1727464324826717 0.3780328977592315 0.7108149528244747 0.5368692851077989 0.25219952767747067
10004.404412000 18.282772891356434 26.53105048825985 1.172758811730559 0.37811889040791974 0.710764821515733 0.5368260309921701 0.25230395490674695
10004.437774000 18.2827495177608 26.531071958792737 1.1727797571646463 0.37806195902413825 0.710787475723265 0.5368505407597672 0.2522732970009414
10004.471139000 18.282743528368762 26.5311050626595 1.1727938265376885 0.37796184454063586 0.7108347495836238 0.5369061532054041 0.25217173811908916
10004.504513000 18.28280851366283 26.53105155852361 1.1727913446943319 0.37796137053222645 0.7108309635631087 0.536933750552916 0.2521243565039332
10004.537871000 18.282789461138577 26.53104665441539 1.1728003805741605 0.377941635443464 0.7108244412950595 0.5369537258170535 0.2521297883770801
10004.571240000 18.282793494236802 26.531084714915586 1.1727954265789096 0.3779500178837535 0.7108166435494017 0.5369358478300439 0.2521772760378406
10004.604604000 18.282918996842877 26.531102576334344 1.1727593532465623 0.3780251234110634 0.710801406739357 0.5368799815045348 0.2522265880257114
10004.637977000 18.282937196578697 26.531114152684864 1.172753124483667 0.37797860172454784 0.7108237587861708 0.5369045905163959 0.2521809296237058
10004.671354000 18.282935774112044 26.53108668322391 1.1727556564280992 0.3778923435989152 0.7108589979164036 0.5369696677614778 0.25207228652657115
10004.704703000 18.283027591534047 26.531033568477305 1.1727327932007603 0.3778949060724525 0.7108725628807032 0.5369856520223432 0.2519961286013181
10004.738087000 18.282984866876717 26.531102272397273 1.1727270887149976 0.3778728694484366 0.7108938308492097 0.5369672818058401 0.25200832142091556
10004.771440000 18.28287858554607 26.531160177227406 1.172732802733653 0.37785885924152507 0.710895878801872 0.5369495878418187 0.25206124674711283
10004.804821000 18.282869400940495 26.531074342395325 1.172722288370497 0.377918248015656 0.7108568125474929 0.5369444924631016 0.25209324045903725
10004.838187000 18.282900187424517 26.531041817111287 1.1726932555696197 0.3779795886033858 0.7108356233542238 0.5369139846627028 0.25212600072869484
10004.871541000 18.282915304676454 26.531054794616963 1.1726651365214025 0.37801561053605287 0.7108338091507107 0.53688167642548 0.2521459091040589
10004.904905000 18.282874693623942 26.531028282001127 1.172661419047791 0.3780051155962247 0.7108388016604709 0.5369003264119666 0.2521078541729998
10004.938283000 18.28274791718038 26.531004605304616 1.1726891026087523 0.3778864544975456 0.710881154555486 0.5369912989962093 0.25197253105745016
10004.971642000 18.28262306373191 26.53099004533206 1.1727235670049012 0.37779252333341234 0.7109165957474692 0.5370599954052768 0.25186695801451753
10005.005006000 18.28256835165355 26.530984899613816 1.1727448959152198 0.3778312674984332 0.7109064470047447 0.5370327442664534 0.2518955904601338
10005.038408000 18.282485855364797 26.531029143279394 1.1727750972783515 0.3778421581099368 0.7109102158957114 0.537002665566881 0.2519327403574281
10005.071741000 18.28241381775115 26.531063836487164 1.172809075125648 0.37786146348509186 0.7109053288572038 0.5369748136224648 0.25197693813215366
10005.105104000 18.282404621322065 26.53104828337109 1.1728367974376008 0.37794221102511194 0.710869479858958 0.5369327969457681 0.2520465022461114
10005.138501000 18.28236450358566 26.531087808805978 1.1728743687102268 0.37791906722251367 0.7108826066642884 0.5369383038844456 0.25203245027882193
10005.171839000 18.28229101554796 26.531144125655427 1.172924392100711 0.37783373913350365 0.7109201141659974 0.5369786842283053 0.2519685486941553
